,name,location,price,rating,quality,review,bed,size,distance from centure,room_type,nights,adults,free_canelation
5558,"Crowne Plaza Berlin City Centre Ku'damm, an IHG Hotel","Charlottenburg, Berlin","IRR 33,239,888",8.3,Very good,"5,813 reviews","3 beds (2 singles, 1 extra-large double)",,2.8,Family Room,2 nights, 5 adults,
5559,Hotel Seifert Berlin am Kurfürstendamm,"Charlottenburg-Wilmersdorf, Berlin","IRR 16,659,992",8.0,Very good,982 reviews,"3 beds (1 single, 1 sofa bed, 1 large double)",,4,Large Family Room,2 nights, 5 adults,
5560,Upper Room Hotel Kurfürstendamm,"Charlottenburg-Wilmersdorf, Berlin","IRR 11,613,937",7.1,Good,"7,451 reviews","4 beds (2 singles, 1 double, 1 sofa bed)",40m²,3.2,Family Apartment,2 nights, 5 adults,
5561,Apartments Schöneberg,"Tempelhof-Schöneberg, Berlin","IRR 12,214,658",7.3,Good,164 reviews,"3 beds (2 sofa beds, 1 large double)",60m²,5.3,"One-Bedroom Apartment with Balcony Tulpe - Ringbahnstraße 70, 12099 Berlin",2 nights, 5 adults,
5562,"Dilo Apartments - Akazien Residenz Apartment & H20 Apartment Berlin ""Superior"" 160 sqm","Tempelhof-Schöneberg, Berlin","IRR 30,853,024",8.8,Fabulous,45 reviews,"9 beds (6 singles, 3 large doubles)",160m²,3.6,Three-Bedroom Apartment,2 nights, 5 adults,
5563,Apartmenthaus Berlin Mitte,"Mitte, Berlin","IRR 12,254,706",7.7,Good,"2,838 reviews","4 beds (3 sofa beds, 1 large double)",48m²,2.9,Deluxe Apartment,2 nights, 5 adults,
5564,Central City Apartments,"Mitte, Berlin","IRR 14,417,301",5.3,Review score,4 reviews,"5 beds (3 singles, 1 sofa bed, 1 large double)",110m²,2.8,Two-Bedroom Apartment,2 nights, 5 adults,
5565,Great Central City Apartments Mitte Museumsinsel,"Mitte, Berlin","IRR 14,230,276",7.8,Good,6 reviews,6 single beds,79m²,1.8,Three-Bedroom Apartment,2 nights, 5 adults,
5566,AMC Apartments Ku'damm & Bundesallee,"Charlottenburg-Wilmersdorf, Berlin","IRR 26,619,143",7.8,Good,"1,567 reviews","3 beds (1 sofa bed, 2 large doubles)",75m²,3.5,Two-Bedroom Apartment - Bundesallee 203,2 nights, 5 adults,
5567,Nena Apartments Hermannplatz,"Neukölln, Berlin","IRR 25,150,180",7.8,Good,"1,313 reviews","3 beds (1 sofa bed, 2 large doubles)",67m²,4.6,Two-Bedroom Apartment with Balcony,2 nights, 5 adults,Free cancellation
5568,Apartments elPilar Friedrichshain,"Friedrichshain-Kreuzberg, Berlin","IRR 11,854,225",7.8,Good,597 reviews,"5 beds (2 singles, 1 double, 2 sofa beds)",60m²,6.2,Apartment 17,2 nights, 5 adults,
5569,Hotel Central Inn am Hauptbahnhof Pension,"Mitte, Berlin","IRR 12,815,378",6.3,Review score,"2,410 reviews","3 beds (1 single, 1 sofa bed, 1 large double)",45m²,1.5,Large Two-Room Apartment,2 nights, 5 adults,
5570,Apartments am Brandenburger Tor,"Mitte, Berlin","IRR 28,233,881",8.3,Very good,"9,420 reviews","4 beds (2 singles, 2 large doubles)",95m²,300,Three-Bedroom Apartment,2 nights, 5 adults,
5571,Apartments im Thüringer Hof,"Neukölln, Berlin","IRR 28,041,650",7.5,Good,246 reviews,"5 beds (1 sofa bed, 4 large doubles)",140m²,5.6,Superior Apartment,2 nights, 5 adults,Free cancellation
5572,Hotel Messe am Funkturm,"Charlottenburg-Wilmersdorf, Berlin","IRR 9,283,140",6.2,Review score,"1,818 reviews","6 beds (5 singles, 1 sofa bed)",,6.4,Six-Bed Room,2 nights, 5 adults,
5573,Kudamm Apartment West Central City,"Charlottenburg-Wilmersdorf, Berlin","IRR 7,208,650",6.1,Review score,11 reviews,3 sofa beds,37m²,5.4,1-Room-Apartment,2 nights, 5 adults,
5574,Freiraum Hostel Kreuzberg,"Friedrichshain-Kreuzberg, Berlin","IRR 10,012,014",7.3,Good,30 reviews,"6 beds (1 double, 5 bunk beds)",,4.1,6-Bed Mixed Dormitory Room,2 nights, 5 adults,
5575,HighPark Berlin am Potsdamer Platz,"Mitte, Berlin","IRR 25,993,192",8.8,Fabulous,"4,730 reviews","4 beds (2 singles, 1 sofa bed, 1 large double)",52m²,1.4,Apartment Family with 2 Bedrooms and Loggia,2 nights, 5 adults,
5576,aletto Hotel Kudamm,"Charlottenburg-Wilmersdorf, Berlin","IRR 12,891,470",8.2,Very good,"7,758 reviews","3 beds (2 bunk beds, 1 large double)",,3.4,Quintuple Room,2 nights, 5 adults,
5577,Arabel Design Apartments,"Mitte, Berlin","IRR 13,506,207",8.7,Fabulous,"1,709 reviews",,,1.8,Apartment Standard,2 nights, 5 adults,
5578,Nena Hostel Berlin,"Mitte, Berlin","IRR 10,252,303",7.8,Good,"3,563 reviews",6 bunk beds,,5.1,6-Bed Mixed Dormitory Room,2 nights, 5 adults,
5579,acama Hotel & Hostel Kreuzberg,"Friedrichshain-Kreuzberg, Berlin","IRR 11,807,369",7.6,Good,"4,538 reviews","3 beds (2 singles, 1 bunk bed)",,2.1,Family room Standard,2 nights, 5 adults,
5580,Apartments Schöneberg,"Tempelhof-Schöneberg, Berlin","IRR 12,214,658",7.3,Good,164 reviews,"3 beds (2 sofa beds, 1 large double)",60m²,5.3,"One-Bedroom Apartment with Balcony Tulpe - Ringbahnstraße 70, 12099 Berlin",2 nights, 5 adults,
5581,Great Central City Apartments Mitte Museumsinsel,"Mitte, Berlin","IRR 14,230,276",7.8,Good,6 reviews,6 single beds,79m²,1.8,Three-Bedroom Apartment,2 nights, 5 adults,
5582,Upper Room Hotel Kurfürstendamm,"Charlottenburg-Wilmersdorf, Berlin","IRR 11,613,937",7.1,Good,"7,451 reviews","4 beds (2 singles, 1 double, 1 sofa bed)",40m²,3.2,Family Apartment,2 nights, 5 adults,
5583,Kudamm Apartment West Central City,"Charlottenburg-Wilmersdorf, Berlin","IRR 7,208,650",6.1,Review score,11 reviews,3 sofa beds,37m²,5.4,1-Room-Apartment,2 nights, 5 adults,
5584,Hotel Central Inn am Hauptbahnhof Pension,"Mitte, Berlin","IRR 12,815,378",6.3,Review score,"2,410 reviews","3 beds (1 single, 1 sofa bed, 1 large double)",45m²,1.5,Large Two-Room Apartment,2 nights, 5 adults,
5585,Apartments elPilar Friedrichshain,"Friedrichshain-Kreuzberg, Berlin","IRR 11,854,225",7.8,Good,597 reviews,"5 beds (2 singles, 1 double, 2 sofa beds)",60m²,6.2,Apartment 17,2 nights, 5 adults,
5586,Apartmenthaus Berlin Mitte,"Mitte, Berlin","IRR 12,254,706",7.7,Good,"2,838 reviews","4 beds (3 sofa beds, 1 large double)",48m²,2.9,Deluxe Apartment,2 nights, 5 adults,
5587,Ark am Hauptbahnhof,"Mitte, Berlin","IRR 13,616,340",6.3,Review score,561 reviews,"4 beds (3 singles, 1 large double)",50m²,1.5,Family Room (5 Adults),2 nights, 5 adults,
5588,Central City Apartments,"Mitte, Berlin","IRR 14,417,301",5.3,Review score,4 reviews,"5 beds (3 singles, 1 sofa bed, 1 large double)",110m²,2.8,Two-Bedroom Apartment,2 nights, 5 adults,
5589,Hotel Messe am Funkturm,"Charlottenburg-Wilmersdorf, Berlin","IRR 9,283,140",6.2,Review score,"1,818 reviews","6 beds (5 singles, 1 sofa bed)",,6.4,Six-Bed Room,2 nights, 5 adults,
5590,Novum Hotel City B Berlin Centrum,"Tempelhof-Schöneberg, Berlin","IRR 15,935,923",6.7,Review score,"2,830 reviews",5 single beds,,2.3,Room with 5 Beds,2 nights, 5 adults,
5591,Hotel Seifert Berlin am Kurfürstendamm,"Charlottenburg-Wilmersdorf, Berlin","IRR 16,659,992",8.0,Very good,982 reviews,"3 beds (1 single, 1 sofa bed, 1 large double)",,4,Large Family Room,2 nights, 5 adults,
5592,Freiraum Hostel Kreuzberg,"Friedrichshain-Kreuzberg, Berlin","IRR 10,012,014",7.3,Good,30 reviews,"6 beds (1 double, 5 bunk beds)",,4.1,6-Bed Mixed Dormitory Room,2 nights, 5 adults,
5593,Labyrinth,"Mitte, Berlin","IRR 16,740,088",6.0,Review score,52 reviews,"5 beds (3 doubles, 2 sofa beds)",,2.2,Three-Bedroom Apartment,2 nights, 5 adults,
5594,Schoenhouse Avenue - Digital Access,"Prenzlauer Berg, Berlin","IRR 19,343,212",8.2,Very good,"2,073 reviews","3 beds (1 sofa bed, 2 large doubles)",118m²,2.7,Two-Bedroom Suite,2 nights, 5 adults,
5595,Industriepalast Berlin,"Friedrichshain-Kreuzberg, Berlin","IRR 13,345,214",7.9,Good,"6,520 reviews",3 bunk beds,,5,6-Bed Room with Shared Bathroom,2 nights, 5 adults,Free cancellation
5596,City Hotel Ansbach am KaDeWe,"Tempelhof-Schöneberg, Berlin","IRR 13,936,724",5.4,Review score,"1,596 reviews","4 beds (1 single, 3 large doubles)",,2.7,Family Room with Bath,2 nights, 5 adults,
5597,Cityflair Apartments Rummelsburg,"Lichtenberg, Berlin","IRR 9,211,053",7.4,Good,10 reviews,"4 beds (1 double, 2 bunk beds, 1 sofa bed)",44m²,7.3,One-Bedroom Apartment,2 nights, 5 adults,
5598,Hotel Eden am Zoo,"Charlottenburg-Wilmersdorf, Berlin","IRR 12,903,484",5.4,Review score,"1,562 reviews","5 beds (2 singles, 2 bunk beds, 1 sofa bed)",,3.7,Family Room (5 Adults),2 nights, 5 adults,
5599,URBAN FLATS Berlin,"Mitte, Berlin","IRR 25,150,180",8.0,Very good,2 reviews,"4 beds (2 singles, 1 double, 1 sofa bed)",,1.7,Two-Bedroom Apartment,2 nights, 5 adults,
5600,HighPark Berlin am Potsdamer Platz,"Mitte, Berlin","IRR 25,993,192",8.8,Fabulous,"4,730 reviews","4 beds (2 singles, 1 sofa bed, 1 large double)",52m²,1.4,Apartment Family with 2 Bedrooms and Loggia,2 nights, 5 adults,
5601,aletto Hotel Kudamm,"Charlottenburg-Wilmersdorf, Berlin","IRR 12,891,470",8.2,Very good,"7,758 reviews","3 beds (2 bunk beds, 1 large double)",,3.4,Quintuple Room,2 nights, 5 adults,
5602,Arabel Design Apartments,"Mitte, Berlin","IRR 13,506,207",8.7,Fabulous,"1,709 reviews",,,1.8,Apartment Standard,2 nights, 5 adults,
5603,Nena Hostel Berlin,"Mitte, Berlin","IRR 10,252,303",7.8,Good,"3,563 reviews",6 bunk beds,,5.1,6-Bed Mixed Dormitory Room,2 nights, 5 adults,
5604,acama Hotel & Hostel Kreuzberg,"Friedrichshain-Kreuzberg, Berlin","IRR 11,807,369",7.6,Good,"4,538 reviews","3 beds (2 singles, 1 bunk bed)",,2.1,Family room Standard,2 nights, 5 adults,
5605,Schoenhouse Avenue - Digital Access,"Prenzlauer Berg, Berlin","IRR 19,343,212",8.2,Very good,"2,073 reviews","3 beds (1 sofa bed, 2 large doubles)",118m²,2.7,Two-Bedroom Suite,2 nights, 5 adults,
5606,Quentin XL Potsdamer Platz,"Mitte, Berlin","IRR 21,686,023",7.3,Good,"4,676 reviews",2 extra-large double beds,,1.5,Family Suite,2 nights, 5 adults,
5607,Industriepalast Berlin,"Friedrichshain-Kreuzberg, Berlin","IRR 13,345,214",7.9,Good,"6,520 reviews",3 bunk beds,,5,6-Bed Room with Shared Bathroom,2 nights, 5 adults,Free cancellation
5608,"Crowne Plaza Berlin City Centre Ku'damm, an IHG Hotel","Charlottenburg, Berlin","IRR 33,239,888",8.3,Very good,"5,813 reviews","3 beds (2 singles, 1 extra-large double)",,2.8,Family Room,2 nights, 5 adults,
5609,Pegasus Hostel Berlin,"Friedrichshain-Kreuzberg, Berlin","IRR 13,456,147",7.3,Good,"2,054 reviews","4 beds (3 singles, 1 large double)",,4.3,Comfort Quintuple Room,2 nights, 5 adults,
5610,Upper Room Hotel Kurfürstendamm,"Charlottenburg-Wilmersdorf, Berlin","IRR 11,613,937",7.1,Good,"7,451 reviews","4 beds (2 singles, 1 double, 1 sofa bed)",40m²,3.2,Family Apartment,2 nights, 5 adults,
5611,Apartments Schöneberg,"Tempelhof-Schöneberg, Berlin","IRR 12,214,658",7.3,Good,164 reviews,"3 beds (2 sofa beds, 1 large double)",60m²,5.3,"One-Bedroom Apartment with Balcony Tulpe - Ringbahnstraße 70, 12099 Berlin",2 nights, 5 adults,
5612,"Dilo Apartments - Akazien Residenz Apartment & H20 Apartment Berlin ""Superior"" 160 sqm","Tempelhof-Schöneberg, Berlin","IRR 30,853,024",8.8,Fabulous,45 reviews,"9 beds (6 singles, 3 large doubles)",160m²,3.6,Three-Bedroom Apartment,2 nights, 5 adults,
5613,Apartmenthaus Berlin Mitte,"Mitte, Berlin","IRR 12,254,706",7.7,Good,"2,838 reviews","4 beds (3 sofa beds, 1 large double)",48m²,2.9,Deluxe Apartment,2 nights, 5 adults,
5614,Central City Apartments,"Mitte, Berlin","IRR 14,417,301",5.3,Review score,4 reviews,"5 beds (3 singles, 1 sofa bed, 1 large double)",110m²,2.8,Two-Bedroom Apartment,2 nights, 5 adults,
5615,Great Central City Apartments Mitte Museumsinsel,"Mitte, Berlin","IRR 14,230,276",7.8,Good,6 reviews,6 single beds,79m²,1.8,Three-Bedroom Apartment,2 nights, 5 adults,
5616,AMC Apartments Ku'damm & Bundesallee,"Charlottenburg-Wilmersdorf, Berlin","IRR 26,619,143",7.8,Good,"1,567 reviews","3 beds (1 sofa bed, 2 large doubles)",75m²,3.5,Two-Bedroom Apartment - Bundesallee 203,2 nights, 5 adults,
5617,Nena Apartments Hermannplatz,"Neukölln, Berlin","IRR 25,150,180",7.8,Good,"1,313 reviews","3 beds (1 sofa bed, 2 large doubles)",67m²,4.6,Two-Bedroom Apartment with Balcony,2 nights, 5 adults,Free cancellation
5618,Apartments elPilar Friedrichshain,"Friedrichshain-Kreuzberg, Berlin","IRR 11,854,225",7.8,Good,597 reviews,"5 beds (2 singles, 1 double, 2 sofa beds)",60m²,6.2,Apartment 17,2 nights, 5 adults,
5620,Hotel Central Inn am Hauptbahnhof Pension,"Mitte, Berlin","IRR 12,815,378",6.3,Review score,"2,410 reviews","3 beds (1 single, 1 sofa bed, 1 large double)",45m²,1.5,Large Two-Room Apartment,2 nights, 5 adults,
5621,Apartments am Brandenburger Tor,"Mitte, Berlin","IRR 28,233,881",8.3,Very good,"9,420 reviews","4 beds (2 singles, 2 large doubles)",95m²,300,Three-Bedroom Apartment,2 nights, 5 adults,
5622,Apartments im Thüringer Hof,"Neukölln, Berlin","IRR 28,041,650",7.5,Good,246 reviews,"5 beds (1 sofa bed, 4 large doubles)",140m²,5.6,Superior Apartment,2 nights, 5 adults,Free cancellation
5623,Hotel Messe am Funkturm,"Charlottenburg-Wilmersdorf, Berlin","IRR 9,283,140",6.2,Review score,"1,818 reviews","6 beds (5 singles, 1 sofa bed)",,6.4,Six-Bed Room,2 nights, 5 adults,
5624,Kudamm Apartment West Central City,"Charlottenburg-Wilmersdorf, Berlin","IRR 7,208,650",6.1,Review score,11 reviews,3 sofa beds,37m²,5.4,1-Room-Apartment,2 nights, 5 adults,
5651,The Oliver Apartamentos Aravaca,"Moncloa-Aravaca, Madrid","IRR 34,841,810",8.9,Fabulous,143 reviews,"3 beds (1 single, 1 double, 1 sofa bed)",55m²,9.8,Deluxe Apartment,4 nights, 4 adults,
5652,Ekilibrio Hotel & Apart-Suites,"Usera, Madrid","IRR 48,057,669",8.3,Very good,"1,391 reviews","3 beds (2 singles, 1 double)",60m²,4.4,Duplex Suite,4 nights, 4 adults,
5653,Compostela Suites,"San Blas, Madrid","IRR 50,600,721",7.8,Good,"5,365 reviews","3 beds (2 singles, 1 double)",61m²,11,Family Suite (4 Adults),4 nights, 4 adults,
5654,Apartamento Julió 11-102,"Usera, Madrid","IRR 38,446,135",1.0,Review score,1 review,4 double beds,,3.4,Apartment,4 nights, 4 adults,
5655,Madrid Airport Apartments,"San Blas, Madrid","IRR 45,654,786",7.4,Good,"1,105 reviews","3 beds (2 doubles, 1 sofa bed)",,10.5,Apartment with Pool View,4 nights, 4 adults,
5657,Apartamentos Puzzle Madrid Sol,"Centro, Madrid","IRR 50,861,033",7.4,Good,455 reviews,"2 beds (1 double, 1 sofa bed)",35m²,200,Apartment - Split Level,4 nights, 4 adults,
5658,Grupotel Mayorazgo,"Centro, Madrid","IRR 75,899,079",8.7,Fabulous,"6,893 reviews","3 beds (2 singles, 1 bunk bed)",,0.8,Standard Quadruple Room,4 nights, 4 adults,
5660,CH Plaza D'Ort Rooms Madrid,"Centro, Madrid","IRR 42,004,005",5.6,Review score,"1,953 reviews","3 beds (2 singles, 1 double)",,300,Family Room with Balcony and Shared Bathroom,4 nights, 4 adults,
5662,AP Hotel Madrid Airport,"Barajas, Madrid","IRR 54,952,343",7.1,Good,"1,984 reviews",2 large double beds,,13.6,Family Room,4 nights, 4 adults,
5663,"Apartment close to Airport, Ifema","San Blas, Madrid","IRR 48,057,669",7.7,Good,167 reviews,"3 beds (2 doubles, 1 sofa bed)",,11.3,Family Double Room,4 nights, 4 adults,
5664,cuchibus,Madrid,"IRR 24,829,796",9.4,Superb,34 reviews,2 double beds,,31.7,Tent,4 nights, 4 adults,
5665,L&H La Latina Selection,"Centro, Madrid","IRR 91,176,211",8.9,Fabulous,"2,834 reviews","2 beds (1 sofa bed, 1 large double)",35m²,1.1,One-Bedroom Suite,4 nights, 4 adults,
5666,Luxury Apt para 6 en Ventura de la Vega - Las Letras,"Centro, Madrid","IRR 142,130,557",8.8,Fabulous,5 reviews,"4 beds (2 singles, 2 doubles)",161m²,400,Apartment,4 nights, 4 adults,
5667,Victoria 4 Puerta del Sol,"Centro, Madrid","IRR 91,509,812",8.2,Very good,"1,592 reviews",4 single beds,,150,Family Room,4 nights, 4 adults,
5668,Hotel Freedom,"Centro, Madrid","IRR 79,545,455",8.4,Very good,"1,084 reviews",1 large double bed,,0.6,Family Suite,4 nights, 4 adults,
5669,Regente Hotel,"Centro, Madrid","IRR 103,083,700",8.3,Very good,"5,136 reviews",Beds: 1 double or 2 singles,,350,Family Suite,4 nights, 4 adults,
5671,Palacio de los Duques Gran Meliá - The Leading Hotels of the World,"Centro, Madrid","IRR 176,211,454",9.2,Superb,"1,165 reviews",Multiple bed types,,0.6,Suprême Family room,4 nights, 4 adults,
5673,60 Balconies Iconic,"Centro, Madrid","IRR 170,700,841",9.2,Superb,"1,084 reviews","3 beds (2 singles, 1 double)",,400,Family Room with Balcony,4 nights, 4 adults,
5676,Compostela Suites,"San Blas, Madrid","IRR 50,600,721",7.8,Good,"5,365 reviews","3 beds (2 singles, 1 double)",61m²,11,Family Suite (4 Adults),4 nights, 4 adults,
5678,AP Hotel Madrid Airport,"Barajas, Madrid","IRR 54,952,343",7.1,Good,"1,984 reviews",2 large double beds,,13.6,Family Room,4 nights, 4 adults,
5679,Apartamentos Puzzle Madrid Sol,"Centro, Madrid","IRR 50,861,033",7.4,Good,455 reviews,"2 beds (1 double, 1 sofa bed)",35m²,200,Apartment - Split Level,4 nights, 4 adults,
5680,The Oliver Apartamentos Aravaca,"Moncloa-Aravaca, Madrid","IRR 34,841,810",8.9,Fabulous,143 reviews,"3 beds (1 single, 1 double, 1 sofa bed)",55m²,9.8,Deluxe Apartment,4 nights, 4 adults,
5683,Hotel Freedom,"Centro, Madrid","IRR 79,545,455",8.4,Very good,"1,084 reviews",1 large double bed,,0.6,Family Suite,4 nights, 4 adults,
5684,L&H La Latina Selection,"Centro, Madrid","IRR 91,176,211",8.9,Fabulous,"2,834 reviews","2 beds (1 sofa bed, 1 large double)",35m²,1.1,One-Bedroom Suite,4 nights, 4 adults,
5685,Ekilibrio Hotel & Apart-Suites,"Usera, Madrid","IRR 48,057,669",8.3,Very good,"1,391 reviews","3 beds (2 singles, 1 double)",60m²,4.4,Duplex Suite,4 nights, 4 adults,
5687,Palacio de los Duques Gran Meliá - The Leading Hotels of the World,"Centro, Madrid","IRR 176,211,454",9.2,Superb,"1,165 reviews",Multiple bed types,,0.6,Suprême Family room,4 nights, 4 adults,
5688,60 Balconies Iconic,"Centro, Madrid","IRR 170,700,841",9.2,Superb,"1,084 reviews","3 beds (2 singles, 1 double)",,400,Family Room with Balcony,4 nights, 4 adults,
5690,"Casa de las Artes, member of Meliá Collection","Centro, Madrid","IRR 253,744,493",8.2,Very good,"1,780 reviews",2 extra-large double beds,,0.8,Two Bedroom The Fine Arts Suite with Terrace,4 nights, 4 adults,
5693,Madrid Airport Apartments,"San Blas, Madrid","IRR 45,654,786",7.4,Good,"1,105 reviews","3 beds (2 doubles, 1 sofa bed)",,10.5,Apartment with Pool View,4 nights, 4 adults,
5696,CH Plaza D'Ort Rooms Madrid,"Centro, Madrid","IRR 42,004,005",5.6,Review score,"1,953 reviews","3 beds (2 singles, 1 double)",,300,Family Room with Balcony and Shared Bathroom,4 nights, 4 adults,
5697,cuchibus,Madrid,"IRR 24,829,796",9.4,Superb,34 reviews,2 double beds,,31.7,Tent,4 nights, 4 adults,
5699,LaVida Rooms Madrid,"Carabanchel, Madrid","IRR 48,458,150",5.6,Review score,43 reviews,"2 beds (1 double, 1 sofa bed)",,3.9,Budget Double Room,4 nights, 4 adults,
5700,Axor Barajas,"San Blas, Madrid","IRR 53,841,410",8.6,Fabulous,"5,006 reviews",Multiple bed types,,10.8,Familiy Room with free airport shuttle,4 nights, 4 adults,
5701,Compostela Suites,"San Blas, Madrid","IRR 50,600,721",7.8,Good,"5,365 reviews","3 beds (2 singles, 1 double)",61m²,11,Family Suite (4 Adults),4 nights, 4 adults,
5702,AP Hotel Madrid Airport,"Barajas, Madrid","IRR 54,952,343",7.1,Good,"1,984 reviews",2 large double beds,,13.6,Family Room,4 nights, 4 adults,
5703,Sterling,"Centro, Madrid","IRR 58,390,068",8.0,Very good,"1,842 reviews",4 single beds,,0.8,Family Room,4 nights, 4 adults,
5704,Grupotel Mayorazgo,"Centro, Madrid","IRR 75,899,079",8.7,Fabulous,"6,893 reviews","3 beds (2 singles, 1 bunk bed)",,0.8,Standard Quadruple Room,4 nights, 4 adults,
5705,Apartamentos Puzzle Madrid Sol,"Centro, Madrid","IRR 50,861,033",7.4,Good,455 reviews,"2 beds (1 double, 1 sofa bed)",35m²,200,Apartment - Split Level,4 nights, 4 adults,
5706,The Oliver Apartamentos Aravaca,"Moncloa-Aravaca, Madrid","IRR 34,841,810",8.9,Fabulous,143 reviews,"3 beds (1 single, 1 double, 1 sofa bed)",55m²,9.8,Deluxe Apartment,4 nights, 4 adults,
5708,Regente Hotel,"Centro, Madrid","IRR 103,083,700",8.3,Very good,"5,136 reviews",Beds: 1 double or 2 singles,,350,Family Suite,4 nights, 4 adults,
5709,Hotel Freedom,"Centro, Madrid","IRR 79,545,455",8.4,Very good,"1,084 reviews",1 large double bed,,0.6,Family Suite,4 nights, 4 adults,
5710,L&H La Latina Selection,"Centro, Madrid","IRR 91,176,211",8.9,Fabulous,"2,834 reviews","2 beds (1 sofa bed, 1 large double)",35m²,1.1,One-Bedroom Suite,4 nights, 4 adults,
5711,Victoria 4 Puerta del Sol,"Centro, Madrid","IRR 91,509,812",8.2,Very good,"1,592 reviews",4 single beds,,150,Family Room,4 nights, 4 adults,
5712,Ekilibrio Hotel & Apart-Suites,"Usera, Madrid","IRR 48,057,669",8.3,Very good,"1,391 reviews","3 beds (2 singles, 1 double)",60m²,4.4,Duplex Suite,4 nights, 4 adults,
5713,Palacio de los Duques Gran Meliá - The Leading Hotels of the World,"Centro, Madrid","IRR 176,211,454",9.2,Superb,"1,165 reviews",Multiple bed types,,0.6,Suprême Family room,4 nights, 4 adults,
5714,Hostal Matheu,"Centro, Madrid","IRR 76,411,694",7.3,Good,519 reviews,Multiple bed types,,150,Quadruple Room with Bathroom,4 nights, 4 adults,
5715,60 Balconies Iconic,"Centro, Madrid","IRR 170,700,841",9.2,Superb,"1,084 reviews","3 beds (2 singles, 1 double)",,400,Family Room with Balcony,4 nights, 4 adults,
5716,"Casa de las Artes, member of Meliá Collection","Centro, Madrid","IRR 253,744,493",8.2,Very good,"1,780 reviews",2 extra-large double beds,,0.8,Two Bedroom The Fine Arts Suite with Terrace,4 nights, 4 adults,
5717,Apartamento Julió 11-102,"Usera, Madrid","IRR 38,446,135",1.0,Review score,1 review,4 double beds,,3.4,Apartment,4 nights, 4 adults,
