name,location,price,rating,quality,review,bed,size,distance_from_center,room_type,nights,adults,free_cancellation
GoldersGreen Apartments by Sleepy,"Golders Green, London","IRR 10,244,435",9,Superb,29 reviews,"2 beds (1 double, 1 sofa bed)",,8.7,Studio,3 nights, 3 adults,
London Marriott Maida Vale,"Camden, London","IRR 30,665,104",8.2,Very good,"2,715 reviews",1 extra-large double bed,,5.4,Deluxe Room with Two Double Beds,3 nights, 3 adults,
Comfort Inn Edgware Road,"Westminster Borough, London","IRR 16,072,193",7.2,Good,"2,096 reviews","2 beds (1 single, 1 double)",,3.7,Triple Room,3 nights, 3 adults,
Novotel London Blackfriars,"Southwark, London","IRR 31,796,319",8.3,Very good,"3,868 reviews","2 beds (1 sofa bed, 1 large double)",,1.6,Superior Room with 1 Queen Bed + 1 Sofa Bed,3 nights, 3 adults,
Queens Park Hotel,"Westminster Borough, London","IRR 14,562,338",5.8,Review score,"8,028 reviews","2 beds (1 single, 1 double)",,4,Triple Room,3 nights, 3 adults,
Plaza Hotel,"Hammersmith and Fulham, London","IRR 12,826,710",6.8,Review score,"1,039 reviews","2 beds (1 single, 1 double)",,6.6,Triple Room,3 nights, 3 adults,
2 Bedrooms 2 Stations,"Southwark, London","IRR 11,429,742",8.1,Very good,31 reviews,"3 beds (2 doubles, 1 sofa bed)",64m²,5.5,Two-Bedroom Apartment,3 nights, 3 adults,
Manor Hotel,"Kensington and Chelsea, London","IRR 12,276,389",6.1,Review score,"1,053 reviews","2 beds (1 single, 1 large double)",,5,Family Room,3 nights, 3 adults,
Brick lane stay,"Tower Hamlets, London","IRR 9,877,555",4.4,Review score,912 reviews,"2 beds (1 single, 1 double)",,4.1,Basic Triple Room with Shared Bathroom,3 nights, 3 adults,
Central London Luxury Studios Fulham Close to Underground Newly Refurbished,"Hammersmith and Fulham, London","IRR 13,941,463",8.7,Fabulous,643 reviews,"2 beds (1 double, 1 sofa bed)",23m²,6,Studio with Garden View,3 nights, 3 adults,
145 Burnley Road,"Brent, London","IRR 12,699,713",8.2,Very good,307 reviews,"2 beds (1 double, 1 sofa bed)",,9,Apartment - Ground Floor,3 nights, 3 adults,
London Studios Very Close to Central Line Underground Shepherds Bush and Westfield Newly Refurbished,"Hammersmith and Fulham, London","IRR 12,547,317",8.1,Very good,811 reviews,"2 beds (1 double, 1 sofa bed)",,6.9,Deluxe Family Suite,3 nights, 3 adults,
Victorian Woods BnB,"Newham, London","IRR 9,742,561",8.2,Very good,138 reviews,"2 beds (1 sofa bed, 1 large double)",,11.3,Queen Room with Shared Bathroom,3 nights, 3 adults,
Residence Inn by Marriott London Kensington,"Kensington and Chelsea, London","IRR 29,769,539",7.9,Good,"3,032 reviews","2 beds (1 double, 1 sofa bed)",,5.4,One-Bedroom Suite with Double Bed,3 nights, 3 adults,
Lancaster Gate Hotel,"Westminster Borough, London","IRR 21,314,352",7.8,Good,"14,934 reviews","2 beds (1 single, 1 double)",,3.8,Triple Room,3 nights, 3 adults,Free cancellation
Coronation Hotel,"Kensington and Chelsea, London","IRR 13,406,194",7.1,Good,258 reviews,3 single beds,,5.1,Triple Room,3 nights, 3 adults,
Gem Langham Court Hotel,"Westminster Borough, London","IRR 31,489,644",7.1,Good,"3,154 reviews","2 beds (1 single, 1 double)",,1.6,Comfort Triple Room,3 nights, 3 adults,
GoldersGreen Apartments by Sleepy,"Golders Green, London","IRR 10,244,435",9,Superb,29 reviews,"2 beds (1 double, 1 sofa bed)",,8.7,Studio,3 nights, 3 adults,
Royal National Hotel,"Camden, London","IRR 28,927,124",7.4,Good,"6,500 reviews",3 single beds,,1.8,Standard Triple Room,3 nights, 3 adults,
London Marriott Maida Vale,"Camden, London","IRR 30,665,104",8.2,Very good,"2,715 reviews",1 extra-large double bed,,5.4,Deluxe Room with Two Double Beds,3 nights, 3 adults,
"The Crown London, WorldHotels Distinctive",London,"IRR 18,391,066",7.2,Good,"3,691 reviews","2 beds (1 single, 1 double)",,8.1,Deluxe Triple Room,3 nights, 3 adults,
Streatham Hotel,"Brent, London","IRR 11,853,066",6.2,Review score,90 reviews,3 double beds,,6.3,Classic Triple Room,3 nights, 3 adults,
Central London Luxury Studios Fulham Close to Underground Newly Refurbished,"Hammersmith and Fulham, London","IRR 13,941,463",8.7,Fabulous,643 reviews,"2 beds (1 double, 1 sofa bed)",23m²,6,Studio with Garden View,3 nights, 3 adults,
145 Burnley Road,"Brent, London","IRR 12,699,713",8.2,Very good,307 reviews,"2 beds (1 double, 1 sofa bed)",,9,Apartment - Ground Floor,3 nights, 3 adults,
Lancaster Gate Hotel,"Westminster Borough, London","IRR 21,314,352",7.8,Good,"14,934 reviews","2 beds (1 single, 1 double)",,3.8,Triple Room,3 nights, 3 adults,Free cancellation
Residence Inn by Marriott London Kensington,"Kensington and Chelsea, London","IRR 29,769,539",7.9,Good,"3,032 reviews","2 beds (1 double, 1 sofa bed)",,5.4,One-Bedroom Suite with Double Bed,3 nights, 3 adults,
Victorian Woods BnB,"Newham, London","IRR 9,742,561",8.2,Very good,138 reviews,"2 beds (1 sofa bed, 1 large double)",,11.3,Queen Room with Shared Bathroom,3 nights, 3 adults,
Streatham Hotel,"Brent, London","IRR 11,853,066",6.2,Review score,90 reviews,3 double beds,,6.3,Classic Triple Room,3 nights, 3 adults,
Coronation Hotel,"Kensington and Chelsea, London","IRR 13,406,194",7.1,Good,258 reviews,3 single beds,,5.1,Triple Room,3 nights, 3 adults,
"The Crown London, WorldHotels Distinctive",London,"IRR 18,391,066",7.2,Good,"3,691 reviews","2 beds (1 single, 1 double)",,8.1,Deluxe Triple Room,3 nights, 3 adults,
Royal National Hotel,"Camden, London","IRR 28,927,124",7.4,Good,"6,500 reviews",3 single beds,,1.8,Standard Triple Room,3 nights, 3 adults,
London Studios Very Close to Central Line Underground Shepherds Bush and Westfield Newly Refurbished,"Hammersmith and Fulham, London","IRR 12,547,317",8.1,Very good,811 reviews,"2 beds (1 double, 1 sofa bed)",,6.9,Deluxe Family Suite,3 nights, 3 adults,
GoldersGreen Apartments by Sleepy,"Golders Green, London","IRR 10,244,435",9,Superb,29 reviews,"2 beds (1 double, 1 sofa bed)",,8.7,Studio,3 nights, 3 adults,
London Marriott Maida Vale,"Camden, London","IRR 30,665,104",8.2,Very good,"2,715 reviews",1 extra-large double bed,,5.4,Deluxe Room with Two Double Beds,3 nights, 3 adults,
Gem Langham Court Hotel,"Westminster Borough, London","IRR 31,489,644",7.1,Good,"3,154 reviews","2 beds (1 single, 1 double)",,1.6,Comfort Triple Room,3 nights, 3 adults,
Orlando hotel,"Hammersmith and Fulham, London","IRR 11,476,778",7.1,Good,148 reviews,"2 beds (1 single, 1 double)",,6.6,Standard Triple Room,3 nights, 3 adults,
Park Avenue Bayswater Inn Hyde Park,"Westminster Borough, London","IRR 23,028,813",7.2,Good,"5,208 reviews","2 beds (1 double, 1 sofa bed)",,4.5,Junior Suite,3 nights, 3 adults,
Comfort Inn Edgware Road,"Westminster Borough, London","IRR 16,072,193",7.2,Good,"2,096 reviews","2 beds (1 single, 1 double)",,3.7,Triple Room,3 nights, 3 adults,
Novotel London Blackfriars,"Southwark, London","IRR 31,796,319",8.3,Very good,"3,868 reviews","2 beds (1 sofa bed, 1 large double)",,1.6,Superior Room with 1 Queen Bed + 1 Sofa Bed,3 nights, 3 adults,
Queens Park Hotel,"Westminster Borough, London","IRR 14,562,338",5.8,Review score,"8,028 reviews","2 beds (1 single, 1 double)",,4,Triple Room,3 nights, 3 adults,
Plaza Hotel,"Hammersmith and Fulham, London","IRR 12,826,710",6.8,Review score,"1,039 reviews","2 beds (1 single, 1 double)",,6.6,Triple Room,3 nights, 3 adults,
2 Bedrooms 2 Stations,"Southwark, London","IRR 11,429,742",8.1,Very good,31 reviews,"3 beds (2 doubles, 1 sofa bed)",64m²,5.5,Two-Bedroom Apartment,3 nights, 3 adults,
Regency Hotel Parkside,"Westminster Borough, London","IRR 25,070,175",8,Very good,"1,668 reviews","2 beds (1 single, 1 double)",,2.4,Triple Room,3 nights, 3 adults,
Manor Hotel,"Kensington and Chelsea, London","IRR 12,276,389",6.1,Review score,"1,053 reviews","2 beds (1 single, 1 large double)",,5,Family Room,3 nights, 3 adults,
Hyde Park Apartments,"Westminster Borough, London","IRR 19,708,073",7.5,Good,"2,223 reviews","2 beds (1 double, 1 sofa bed)",20m²,3.7,Studio (3 Adults),3 nights, 3 adults,
Brick lane stay,"Tower Hamlets, London","IRR 9,877,555",4.4,Review score,912 reviews,"2 beds (1 single, 1 double)",,4.1,Basic Triple Room with Shared Bathroom,3 nights, 3 adults,
Gem Langham Court Hotel,"Westminster Borough, London","IRR 31,489,644",7.1,Good,"3,154 reviews","2 beds (1 single, 1 double)",,1.6,Comfort Triple Room,3 nights, 2 adults,
Central London Luxury Studios Fulham Close to Underground Newly Refurbished,"Hammersmith and Fulham, London","IRR 11,617,886",8.7,Fabulous,643 reviews,1 double bed,18m²,6,Studio Apartment,3 nights, 2 adults,
145 Burnley Road,"Brent, London","IRR 8,748,691",8.2,Very good,307 reviews,1 double bed,,9,Double Room with Shared Bathroom,3 nights, 2 adults,
Centra Studios,London,"IRR 18,344,030",8.9,Fabulous,299 reviews,1 double bed,25m²,9.7,Queen Studio,3 nights, 2 adults,
Britannia International Hotel Canary Wharf,"Tower Hamlets, London","IRR 10,018,663",5.7,Review score,"20,899 reviews",1 double bed,,7.2,Standard Double Room without Window,3 nights, 2 adults,Free cancellation
Gem Langham Court Hotel,"Westminster Borough, London","IRR 31,489,644",7.1,Good,"3,154 reviews","2 beds (1 single, 1 double)",,1.6,Comfort Triple Room,3 nights, 2 adults,
145 Burnley Road,"Brent, London","IRR 8,748,691",8.2,Very good,307 reviews,1 double bed,,9,Double Room with Shared Bathroom,3 nights, 2 adults,
Centra Studios,London,"IRR 18,344,030",8.9,Fabulous,299 reviews,1 double bed,25m²,9.7,Queen Studio,3 nights, 2 adults,
Britannia International Hotel Canary Wharf,"Tower Hamlets, London","IRR 10,018,663",5.7,Review score,"20,899 reviews",1 double bed,,7.2,Standard Double Room without Window,3 nights, 2 adults,Free cancellation
"Radisson Blu New Providence Wharf Hotel, London","Tower Hamlets, London","IRR 23,659,095",8.8,Fabulous,"7,954 reviews",Beds: 1 double or 2 singles,,8.5,Superior King or Twin Room,3 nights, 2 adults,Free cancellation
Nobu Hotel London Portman Square,"Westminster Borough, London","IRR 63,827,818",8.6,Fabulous,"1,686 reviews",1 extra-large double bed,,2.3,Superior King Room,3 nights, 2 adults,
Park Plaza Westminster Bridge London,"Lambeth, London","IRR 47,365,227",8.3,Very good,"25,125 reviews",2 single beds,,1,Superior Twin Room with Internal View,3 nights, 2 adults,
"Radisson Blu Hotel, London Bloomsbury","Camden, London","IRR 42,661,629",8.4,Very good,"5,190 reviews",Beds: 1 double or 2 singles,,1.1,Superior Double or Twin Room,3 nights, 2 adults,Free cancellation
YOTEL London City,"Islington, London","IRR 27,786,502",8,Very good,"6,625 reviews",1 double bed,,2.3,Queen Room,3 nights, 2 adults,
"Radisson Blu Vanderbilt Hotel, London","Kensington and Chelsea, London","IRR 39,369,111",7.8,Good,"4,233 reviews",Beds: 1 double or 2 singles,,4,Standard Room,3 nights, 2 adults,Free cancellation
Leonardo Royal London St Paul’s,"City of London, London","IRR 36,829,168",8.6,Fabulous,"11,088 reviews",1 extra-large double bed,,2.1,Superior King Room,3 nights, 2 adults,
"The May Fair, A Radisson Collection Hotel, Mayfair London","Westminster Borough, London","IRR 53,009,544",8.1,Very good,"5,226 reviews",Beds: 1 double or 2 singles,,1.1,Collection Superior Room,3 nights, 2 adults,Free cancellation
YOTEL London Shoreditch,"Tower Hamlets, London","IRR 14,233,086",7.6,Good,"4,062 reviews",1 double bed,,5.5,Queen Room,3 nights, 2 adults,
Ember Locke Kensington,"Kensington and Chelsea, London","IRR 22,248,016",8.7,Fabulous,368 reviews,1 large double bed,,4.8,Locke Room,3 nights, 2 adults,
Jumeirah Lowndes London,"Kensington and Chelsea, London","IRR 57,797,806",8,Very good,521 reviews,Beds: 1 double or 2 singles,,2.3,Superior Double Room,3 nights, 2 adults,
Gem Langham Court Hotel,"Westminster Borough, London","IRR 31,489,644",7.1,Good,"3,154 reviews","2 beds (1 single, 1 double)",,1.6,Comfort Triple Room,3 nights, 2 adults,
"Radisson Blu New Providence Wharf Hotel, London","Tower Hamlets, London","IRR 23,659,095",8.8,Fabulous,"7,954 reviews",Beds: 1 double or 2 singles,,8.5,Superior King or Twin Room,3 nights, 2 adults,Free cancellation
"The May Fair, A Radisson Collection Hotel, Mayfair London","Westminster Borough, London","IRR 53,009,544",8.1,Very good,"5,226 reviews",Beds: 1 double or 2 singles,,1.1,Collection Superior Room,3 nights, 2 adults,Free cancellation
Britannia International Hotel Canary Wharf,"Tower Hamlets, London","IRR 10,018,663",5.7,Review score,"20,899 reviews",1 double bed,,7.2,Standard Double Room without Window,3 nights, 2 adults,Free cancellation
Tower Suites by Blue Orchid,"City of London, London","IRR 21,522,251",8.6,Fabulous,"5,852 reviews",Beds: 1 double or 2 singles,22m²,3.6,Superior Studio,3 nights, 2 adults,
Park Plaza Westminster Bridge London,"Lambeth, London","IRR 47,365,227",8.3,Very good,"25,125 reviews",2 single beds,,1,Superior Twin Room with Internal View,3 nights, 2 adults,
Queens Park Hotel,"Westminster Borough, London","IRR 11,175,748",5.8,Review score,"8,028 reviews",1 double bed,,4,Double Room,3 nights, 2 adults,
Copthorne Tara Hotel London Kensington,"Kensington and Chelsea, London","IRR 18,344,030",6.9,Review score,"10,900 reviews",1 double bed,,4.5,Standard Double Room,3 nights, 2 adults,
Central Park Hotel,"Westminster Borough, London","IRR 17,826,634",6.6,Review score,"19,846 reviews",1 double bed,,4,Standard Double Room,3 nights, 2 adults,
Canopy Aldgate,"Tower Hamlets, London","IRR 8,400,625",6.9,Review score,234 reviews,1 double bed,,4.1,Double Room with Shared Toilet,3 nights, 2 adults,
Park Avenue Inn Craven London Hyde Park,"Westminster Borough, London","IRR 11,133,415",4.7,Review score,"3,987 reviews",1 double bed,,3.6,Double Room,3 nights, 2 adults,
"Holiday Inn London Kensington High St., an IHG Hotel","Kensington and Chelsea, London","IRR 22,812,448",7.2,Good,"11,571 reviews",Beds: 1 double or 2 singles,,4.6,Standard Room,3 nights, 2 adults,
Park Grand Paddington Court,"Westminster Borough, London","IRR 17,871,319",7,Good,"7,541 reviews",1 double bed,,3.7,Deluxe Double Room,3 nights, 2 adults,
Leonardo Royal London St Paul’s,"City of London, London","IRR 36,829,168",8.6,Fabulous,"11,088 reviews",1 extra-large double bed,,2.1,Superior King Room,3 nights, 2 adults,
ARK Canary Wharf,"Tower Hamlets, London","IRR 15,004,476",7.3,Good,"2,348 reviews",1 double bed,16m²,7.9,Classic Studio,3 nights, 2 adults,
Point A Hotel London Shoreditch,"Hackney, London","IRR 15,757,052",7.8,Good,"6,939 reviews",1 double bed,,3.4,Double Room,3 nights, 2 adults,
Nobu Hotel London Portman Square,"Westminster Borough, London","IRR 63,827,818",8.6,Fabulous,"1,686 reviews",1 extra-large double bed,,2.3,Superior King Room,3 nights, 2 adults,
The J Hyde Park,"Westminster Borough, London","IRR 16,382,630",7.1,Good,"1,056 reviews",1 double bed,,4.4,Superior Double Room,3 nights, 2 adults,
Jumeirah Lowndes London,"Kensington and Chelsea, London","IRR 57,797,806",8,Very good,521 reviews,Beds: 1 double or 2 singles,,2.3,Superior Double Room,3 nights, 2 adults,
Gem Langham Court Hotel,"Westminster Borough, London","IRR 31,489,644",7.1,Good,"3,154 reviews","2 beds (1 single, 1 double)",,1.6,Comfort Triple Room,3 nights, 2 adults,
Central London Luxury Studios Fulham Close to Underground Newly Refurbished,"Hammersmith and Fulham, London","IRR 11,617,886",8.7,Fabulous,643 reviews,1 double bed,11m²,6,Standard Studio,3 nights, 2 adults,
145 Burnley Road,"Brent, London","IRR 8,748,691",8.2,Very good,307 reviews,1 double bed,,9,Double Room with Shared Bathroom,3 nights, 2 adults,
Centra Studios,London,"IRR 18,344,030",8.9,Fabulous,299 reviews,1 double bed,25m²,9.7,Queen Studio,3 nights, 2 adults,
Centra Station,London,"IRR 12,699,713",9,Superb,68 reviews,1 double bed,20m²,10,Studio,3 nights, 2 adults,
Britannia International Hotel Canary Wharf,"Tower Hamlets, London","IRR 10,018,663",5.7,Review score,"20,899 reviews",1 double bed,,7.2,Standard Double Room without Window,3 nights, 2 adults,Free cancellation
"Signature London, The J Marylebone","Westminster Borough, London","IRR 20,687,362",8.1,Very good,"1,379 reviews",1 double bed,,2.9,Standard Double Room,3 nights, 2 adults,
Hotel Palace Berlin,"Charlottenburg-Wilmersdorf, Berlin","IRR 37,029,636",8.8,Fabulous,"3,852 reviews",1 extra-large double bed,,2.8,Business Double Room,5 nights, 2 adults,
Park Inn by Radisson Berlin Alexanderplatz,"Mitte, Berlin","IRR 26,271,526",7.4,Good,"21,183 reviews",Beds: 1 double or 2 singles,,2.6,Double Room,5 nights, 2 adults,
Leonardo Royal Hotel Berlin Alexanderplatz,"Friedrichshain-Kreuzberg, Berlin","IRR 29,715,659",8.4,Very good,"11,904 reviews",Beds: 1 double or 2 singles,,3.4,Comfort Double or Twin Room,5 nights, 2 adults,Free cancellation
JW Marriott Hotel Berlin,"Mitte, Berlin","IRR 32,118,542",8.5,Very good,"1,954 reviews",1 extra-large double bed,,1.3,"Classic, Guest room, 1 King",5 nights, 2 adults,
Courtyard by Marriott Berlin City Center,"Mitte, Berlin","IRR 37,244,694",8.7,Fabulous,"1,514 reviews",1 extra-large double bed,,1.7,Deluxe King Room,5 nights, 2 adults,
Leonardo Hotel Berlin Mitte,"Mitte, Berlin","IRR 30,997,197",8.2,Very good,"14,891 reviews",Beds: 1 double or 2 singles,,0.9,Comfort Room,5 nights, 2 adults,Free cancellation
Sheraton Berlin Grand Hotel Esplanade,"Mitte, Berlin","IRR 32,509,011",7.8,Good,"1,750 reviews",1 extra-large double bed,,1.9,Classic Double Room,5 nights, 2 adults,
Leonardo Hotel Berlin,"Charlottenburg-Wilmersdorf, Berlin","IRR 27,833,400",7.9,Good,"11,339 reviews",1 double bed,,4.9,Comfort Double Room,5 nights, 2 adults,Free cancellation
"Holiday Inn Express Berlin City Centre, an IHG Hotel","Friedrichshain-Kreuzberg, Berlin","IRR 33,840,609",8.2,Very good,"12,360 reviews",Beds: 1 double or 2 singles,,1.7,Standard Double or Twin Room,5 nights, 2 adults,Free cancellation
Scandic Berlin Potsdamer Platz,"Mitte, Berlin","IRR 35,682,819",8.2,Very good,"14,579 reviews",2 single beds,,1.3,Twin Room,5 nights, 2 adults,Free cancellation
Hotel Palace Berlin,"Charlottenburg-Wilmersdorf, Berlin","IRR 37,029,636",8.8,Fabulous,"3,852 reviews",1 extra-large double bed,,2.8,Business Double Room,5 nights, 2 adults,
"Hotel Berlin, Berlin, a member of Radisson Individuals","Mitte, Berlin","IRR 39,064,878",8,Very good,"15,446 reviews",1 large double bed,,2.1,Cosy Small Room,5 nights, 2 adults,Free cancellation
Park Inn by Radisson Berlin Alexanderplatz,"Mitte, Berlin","IRR 26,271,526",7.4,Good,"21,183 reviews",Beds: 1 double or 2 singles,,2.6,Double Room,5 nights, 2 adults,
Leonardo Royal Hotel Berlin Alexanderplatz,"Friedrichshain-Kreuzberg, Berlin","IRR 29,715,659",8.4,Very good,"11,904 reviews",Beds: 1 double or 2 singles,,3.4,Comfort Double or Twin Room,5 nights, 2 adults,Free cancellation
Vienna House by Wyndham Andel's Berlin,"Lichtenberg, Berlin","IRR 32,719,263",8.3,Very good,"8,053 reviews",2 single beds,,5.6,Superior Twin Room,5 nights, 2 adults,Free cancellation
